"education","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.996294699497078,0.00370530050293608,0.000854752059279263,0.000854752059279268
"1",0.992876436699166,0.00712356330083241,0.00294874305273123,0.00294874305273123
"2",0.99261883793344,0.00738116206656332,0.00247898675262198,0.00247898675262199
"3",0.999923762953894,7.62370461064126e-05,7.67640903319606e-05,7.67640903319672e-05
