"residence","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.996653403931038,0.00334659606896016,0.00124328772599879,0.00124328772599879
"2",0.995038007006272,0.0049619929937435,0.000959785132429815,0.000959785132429819
