"delivery_place","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.992125748683975,0.007874251316038,0.00207347988394137,0.00207347988394138
"2",0.995831184645295,0.00416881535470154,0.00268959498852275,0.00268959498852275
"3",0.996613016572162,0.00338698342783546,0.000832152091374605,0.000832152091374605
