"religion","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.995069146897012,0.00493085310300517,0.000853739519731432,0.000853739519731437
"2",0.999999999999998,0,1.20875295661969e-16,0
