"occupation","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.994660955340394,0.00533904465960116,0.00134696184742668,0.00134696184742668
"1",0.995851952801552,0.00414804719844973,0.000986117858159576,0.000986117858159576
