"delivery_professional","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.995846152994083,0.00415384700591948,0.000822480460488096,0.000822480460488099
"3",0.993469429666631,0.00653057033338191,0.00230170039091223,0.00230170039091223
