"distance","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.996212258358852,0.00378774164114619,0.000831716389331447,0.000831716389331446
"1",0.993459079996646,0.00654092000336128,0.00182347337189669,0.00182347337189669
