"contraception_use","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.997192610486072,0.00280738951392799,0.00162048334840383,0.00162048334840383
"2",0.995294642550242,0.00470535744976634,0.000877970984963506,0.000877970984963508
"3",0.972644416641388,0.0273555833586124,0.0192603884923511,0.0192603884923511
