"age_sex","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.995398312139669,0.00460168786034313,0.000845864781679333,0.000845864781679337
"2",0.995293495104942,0.00470650489505793,0.00238028767391461,0.00238028767391461
