"age_sex","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.984861614733372,0.0151383852666175,0.00162887156459715,0.00162887156459714
"2",1,0,6.79360936534304e-18,0
