"education","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.981348916649891,0.0186510833500987,0.00243105374406937,0.00243105374406937
"1",0.988085169987503,0.0119148300124963,0.00353074474625827,0.00353074474625827
"2",0.991271721042476,0.00872827895752874,0.00228483203445997,0.00228483203445997
"3",0.991033896802529,0.00896610319747103,0.00635388680269091,0.00635388680269091
