"occupation","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.994823970768193,0.00517602923180804,0.00208429777630276,0.00208429777630276
"1",0.983303670729017,0.0166963292709862,0.00186331849439107,0.00186331849439107
