"postpartum_care","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.964689738572105,0.0353102614279005,0.00397511307054649,0.00397511307054649
"3",0.997924764388661,0.00207523561133314,0.000691623815432184,0.000691623815432185
