"residence","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.987967454831705,0.0120325451682979,0.00230615566499179,0.00230615566499179
"2",0.984122000352714,0.0158779996472896,0.0020644156967635,0.0020644156967635
