"religion","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.986056027760876,0.0139439722391185,0.00175541990300565,0.00175541990300565
"2",0.983829794283134,0.0161702057168644,0.00331943501666716,0.00331943501666716
"4",1,0,0,0
