"delivery_professional","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.985561700359272,0.014438299640737,0.00156922766968823,0.00156922766968823
"3",0.987176917459332,0.0128230825406675,0.00916867916988961,0.00916867916988961
