"delivery_place","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.986463045072721,0.0135369549272772,0.00339323388708239,0.00339323388708239
"2",0.987351298764853,0.0126487012351484,0.00745999229097361,0.00745999229097361
"3",0.985353979824651,0.0146460201753624,0.00176151410428496,0.00176151410428496
