"occupation","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.998454661775412,0.00154533822459168,0.000412112908077625,0.000412112908077626
"2",0.996858078041808,0.00314192195819038,0.00103128871558468,0.00103128871558468
