"postpartum_care","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.998967993675954,0.00103200632405005,0.00062393938017938,0.000623939380179382
"3",0.997815246959355,0.00218475304066208,0.000481046759907073,0.000481046759907075
