"delivery_professional","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.998273643054467,0.00172635694553297,0.000461487920224057,0.000461487920224057
"3",0.99720808021662,0.00279191978337253,0.000924243428091099,0.000924243428091094
