"distance","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.998434569467494,0.00156543053250159,0.000458386632156973,0.000458386632156972
"1",0.996860872449573,0.00313912755042526,0.000915956474235844,0.000915956474235844
