"residence","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.998962567134086,0.00103743286589898,0.000405941019881439,0.000405941019881431
"2",0.997424348658564,0.00257565134142951,0.000618922963162268,0.000618922963162269
