"education","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.997284217398205,0.00271578260178352,0.00072811850360388,0.000728118503603881
"1",0.999793916733768,0.000206083266227157,0.000206126300350851,0.000206126300350848
"2",0.997822806256163,0.00217719374382745,0.000767762793650086,0.000767762793650085
"3",0.999536262563699,0.00046373743630155,0.000463867595617887,0.000463867595617887
