"religion","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.99740215488513,0.00259784511485462,0.000599103463059573,0.000599103463059571
"2",0.999089049413283,0.000910950586709858,0.000432778544516684,0.000432778544516684
"3",0.999999999999999,0,1.47297846121001e-16,0
"5",1,0,9.59888108489802e-17,0
