"age_sex","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.997762575418678,0.00223742458131666,0.000483057675374696,0.000483057675374696
"2",0.999169706674838,0.000830293325162554,0.000658266068923213,0.000658266068923212
