"delivery_professional","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.950296100351417,0.0497038996485772,0.00347546754746578,0.00347546754746578
"3",0.97681702235133,0.0231829776486693,0.00616818401762475,0.00616818401762475
