"contraception_use","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.950371452380022,0.0496285476199774,0.0139303964759421,0.0139303964759421
"2",0.959004287181174,0.0409957128188304,0.00312520477774645,0.00312520477774644
"3",0.886663492675805,0.113336507324193,0.0186784144170743,0.0186784144170743
