"education","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.9555921829656,0.0444078170344076,0.00352473224251673,0.00352473224251673
"1",0.949888581474228,0.0501114185257725,0.00951433662441843,0.00951433662441844
"2",0.946226963859159,0.0537730361408402,0.0102485743872859,0.0102485743872859
"3",0.95911625721972,0.0408837427802799,0.0197073926419352,0.0197073926419352
