"delivery_place","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.96733275310419,0.0326672468958153,0.00388601290995082,0.00388601290995082
"2",0.960141780493016,0.039858219506984,0.0100051898014614,0.0100051898014614
"3",0.941847813661844,0.0581521863381523,0.00503346802580166,0.00503346802580167
