"postpartum_care","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.927579676917739,0.0724203230822643,0.00726390090082528,0.00726390090082528
"3",0.965171771045604,0.0348282289543933,0.00316817262219456,0.00316817262219456
