"occupation","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.950966314113557,0.0490336858864438,0.00603506549136667,0.00603506549136666
"1",0.954981250015981,0.0450187499840274,0.00364564612715855,0.00364564612715855
"2",0.96644994753963,0.0335500524603694,0.033205980848707,0.033205980848707
