"age_sex","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.953713036219646,0.0462869637803569,0.00331234717173887,0.00331234717173887
"2",0.956736580300378,0.043263419699622,0.00900942481697757,0.00900942481697757
