"residence","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.937516250531384,0.0624837494686212,0.00652746870375178,0.00652746870375178
"2",0.961145647717464,0.0388543522825374,0.00344499805750344,0.00344499805750344
