"education","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.985282263361805,0.0147177366381854,0.000909288247030422,0.000909288247030422
"1",0.989425749567765,0.0105742504322453,0.00167002865501089,0.00167002865501089
"2",0.991180676049063,0.00881932395093987,0.00117108758023342,0.00117108758023342
"3",0.992269734359659,0.00773026564034496,0.00259573578447811,0.00259573578447811
