"delivery_place","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.990550493732781,0.00944950626721812,0.000823471615598558,0.000823471615598558
"2",0.989323606938111,0.0106763930618919,0.00214258302092922,0.00214258302092922
"3",0.985335195372497,0.014664804627506,0.000987087002739164,0.000987087002739164
