"residence","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.985781946721803,0.014218053278206,0.00130188307514538,0.00130188307514538
"2",0.988423938134073,0.0115760618659061,0.000720819839206984,0.000720819839206984
