"occupation","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.983591251477961,0.0164087485220261,0.00174607637933704,0.00174607637933704
"1",0.987325402724674,0.0126745972753106,0.000772564704553409,0.000772564704553408
"2",0.996681821778366,0.00331817822162652,0.00104162125511587,0.00104162125511587
