"age_sex","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.986980134455005,0.0130198655449909,0.00071665350402484,0.000716653504024839
"2",0.992353363303936,0.00764663669606368,0.00141018189804042,0.00141018189804042
"3",0.984324838776997,0.0156751612230031,0.00485234222118021,0.00485234222118021
