"religion","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.985710006771906,0.0142899932281012,0.000788125237266331,0.000788125237266331
"2",0.991430900385004,0.00856909961500837,0.0012828126518182,0.0012828126518182
"3",0.996860891703141,0.00313910829685851,0.00228652495626869,0.00228652495626869
"4",0.994339051272141,0.00566094872786035,0.0028265364648656,0.00282653646486561
"5",1,0,9.15099168718126e-17,0
