"distance","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.988808853884783,0.0111911461152344,0.000804592959711772,0.000804592959711771
"1",0.985380220707979,0.0146197792920284,0.00110845661310114,0.00110845661310114
