"residence","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.984042317205151,0.0159576827948523,0.00434948993934747,0.00434948993934746
"2",0.992543199590346,0.00745680040965525,0.00167394526054087,0.00167394526054087
