"distance","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.987231104699413,0.0127688953005977,0.00342465023499427,0.00342465023499426
"1",0.989251425391768,0.0107485746082248,0.00327140769088646,0.00327140769088647
