"delivery_place","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.991901871988041,0.00809812801195836,0.00261960737064867,0.00261960737064867
"2",0.99620603234638,0.00379396765361922,0.00381111896167558,0.00381111896167557
"3",0.987197797261419,0.0128022027385782,0.00289675873954353,0.00289675873954353
