"postpartum_care","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.98442488071547,0.0155751192845336,0.00468623454654438,0.00468623454654438
"2",1,0,6.52792891035577e-17,0
"3",0.99001132678586,0.00998867321413891,0.00270148310729024,0.00270148310729024
