"delivery_professional","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.987671671241343,0.0123283287586673,0.00249317280173523,0.00249317280173523
"2",1,0,6.03330443811451e-17,0
"3",0.998565788557879,0.00143421144212057,0.00143544830911946,0.00143544830911946
