"age_sex","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.987637745793584,0.0123622542064145,0.00253230923656702,0.00253230923656702
"2",0.995775288161944,0.00422471183805552,0.00395726139327088,0.00395726139327088
