"education","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.987989625510949,0.0120103744890484,0.00294689439506857,0.00294689439506858
"1",0.991240457503377,0.00875954249662706,0.00599337457737022,0.00599337457737021
"2",0.989181887641478,0.0108181123585248,0.00536066227841309,0.00536066227841309
"3",0.972621210787857,0.0273787892121435,0.0158966756252044,0.0158966756252044
