"contraception_use","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.996396535130033,0.00360346486996549,0.00359983337576868,0.00359983337576868
"2",0.988364716587992,0.0116352834120189,0.00307732774055743,0.00307732774055744
"3",1,0,4.95224584898048e-17,0
