"delivery_place","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.992351126197696,0.00764887380231441,0.00247806080393778,0.00247806080393778
"2",0.978998441280769,0.0210015587192312,0.0147148644093044,0.0147148644093044
"3",0.983056354927425,0.0169436450725739,0.00856280944197595,0.00856280944197595
