"postpartum_care","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.990511645857447,0.00948835414255469,0.00397908694486733,0.00397908694486733
"3",0.989238777199132,0.0107612228008714,0.00347938951497094,0.00347938951497094
