"delivery_professional","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.990237415813271,0.00976258418673813,0.00289297852745097,0.00289297852745097
"3",0.987948735827214,0.0120512641727835,0.00612828497854305,0.00612828497854305
