"religion","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.990050546722064,0.0099494532779352,0.00575012723260997,0.00575012723260997
"2",0.985965949722879,0.0140340502771216,0.00532082422468764,0.00532082422468764
"3",0.99572112702908,0.00427887297092471,0.00311461576485521,0.00311461576485521
"4",0.984821621252631,0.015178378747366,0.007555038177893,0.00755503817789299
"5",1,0,0,0
