"distance","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"0",0.982934834188866,0.0170651658111352,0.00468043100976668,0.00468043100976668
"1",0.997157661203583,0.00284233879641735,0.00200946382210999,0.00200946382210999
