"residence","experienced_fistula0","experienced_fistula1","se.experienced_fistula0","se.experienced_fistula1"
"1",0.979656479269802,0.0203435207301978,0.0100935527188519,0.0100935527188519
"2",0.991694176617829,0.00830582338218329,0.0024505133368181,0.0024505133368181
